DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2015-Q4,718109,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q1,721200,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q2,719579,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q3,721803,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q4,720309,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q1,723703,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q2,721630,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q3,723795,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q4,721569,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q1,725304,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q2,723795,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q3,726212,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q4,724797,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q1,728258,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q2,725334,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q3,726213,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q4,722455,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q1,679676,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q2,680087,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q3,680905,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q4,681475,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q1,682294,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q2,682553,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q3,683488,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q4,684315,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q1,685436,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q2,686064,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q3,688708,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q4,691032,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q1,693724,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q2,696242,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q3,701123,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q4,705852,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q1,711027,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q2,715636,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q3,721043,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q4,725812,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q1,731345,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q2,736474,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q3,741928,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q4,747037,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q1,752573,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q2,757500,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q3,762914,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q4,768336,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2013-Q1,280330,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2013-Q2,282232,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2013-Q3,283831,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2013-Q4,286151,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q1,288842,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q2,290292,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q3,290860,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q4,293147,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q1,295729,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q2,297063,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q3,297184,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q4,299408,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q1,302045,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q2,303441,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q3,303240,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q4,304268,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q1,306093,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q2,306514,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q3,305209,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q4,306686,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q1,308799,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q2,309641,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q3,309947,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q4,311391,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q1,312929,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q2,313338,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q3,313414,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q4,315230,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q1,714503,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q2,714828,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q3,716136,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2013-Q4,717063,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q1,718281,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q2,718938,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q3,720507,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2014-Q4,721826,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q1,723584,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q2,724624,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q3,727423,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2015-Q4,729791,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q1,732733,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q2,735448,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q3,741181,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2016-Q4,746619,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q1,752574,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q2,757867,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q3,764005,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2017-Q4,769576,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q1,775672,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q2,781373,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q3,787087,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2018-Q4,792413,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q1,798346,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q2,803595,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q3,809166,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A10: 10-14,AUS: Australia,Q: Quarterly,2019-Q4,814641,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2013-Q1,273832,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2013-Q2,276169,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2013-Q3,278712,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2013-Q4,281424,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2014-Q1,284197,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2014-Q2,286700,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2014-Q3,289327,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2014-Q4,292370,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2015-Q1,295320,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2015-Q2,298086,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2015-Q3,300366,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2015-Q4,302951,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2016-Q1,305605,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2016-Q2,308155,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2016-Q3,311380,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2016-Q4,314749,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2017-Q1,318063,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2017-Q2,321406,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2017-Q3,323835,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2017-Q4,326825,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2018-Q1,329903,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2018-Q2,332804,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2018-Q3,336699,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2018-Q4,340983,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2019-Q1,345115,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2019-Q2,349136,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2019-Q3,353587,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A75: 75-79,AUS: Australia,Q: Quarterly,2019-Q4,358842,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2013-Q1,753402,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2013-Q2,752362,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2013-Q3,753815,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2013-Q4,753048,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2014-Q1,755756,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2014-Q2,754389,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2014-Q3,755287,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2014-Q4,753637,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2015-Q1,755054,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2015-Q2,752497,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2015-Q3,754397,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2015-Q4,753645,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q1,756878,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q2,755575,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q3,757736,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2016-Q4,757313,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q1,761392,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q2,759941,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q3,762106,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2017-Q4,760589,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q1,765312,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q2,764625,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q3,767622,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2018-Q4,767244,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q1,771774,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q2,769795,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q3,770923,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A15: 15-19,AUS: Australia,Q: Quarterly,2019-Q4,767814,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2013-Q1,613844,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2013-Q2,615091,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2013-Q3,616848,PSNS: Persons,,
